file_name,accuracy,tn,fp,fn,tp,precision,recall,f1,annot_fg,annot_bg,area_true,area_pred,area_error,seg_time,model_name,annot_duration_s,clicks
|1930650 Dual Prop, Resistivity, Gamma Ray Log B&W_004.jpg|,1.0,408520,0,0,19187,1.0,1.0,1.0,0,0,19187,19187,0,1747661765.0,000072_1747660423.pkl,0,0
|1920200 Dual Prop, Resistivity, Gamma, Directional Log Scan_001.jpg|,0.9997209943702214,682630,191,0,1753,0.9017489711934157,1.0,0.9483364890451718,0,2364,1753,1944,191,1747661784.0,000072_1747660423.pkl,0,0
|1930650 Dual Prop, Resistivity, Gamma Ray Log B&W_002.jpg|,0.9987772002796307,413656,42,481,13528,0.9969049373618276,0.9656649296880577,0.98103629573226,560,118,14009,13570,-439,1747661839.0,000072_1747660423.pkl,0,0
CD3-130 PB2  EcoScope 2MD Recorded Mode Log_001.jpg,1.0,766009,0,0,27872,1.0,1.0,1.0,0,0,27872,27872,0,1747662022.0,000072_1747660423.pkl,0,0
ODSN-24 PB1 2in TVD_000.jpg,1.0,672260,0,0,139,1.0,1.0,1.0,0,0,139,139,0,1747662042.0,000072_1747660423.pkl,0,0
3H-33A_LDL_10DEC23_img_003.jpg,1.0,714647,0,0,4453,1.0,1.0,1.0,0,0,4453,4453,0,1747662067.0,000072_1747660423.pkl,0,0
ODSN-24 PB1 2in TVD_004.jpg,0.9970999361985964,648441,1335,615,22008,0.9428094075311657,0.9728152764885294,0.9575773397728756,873,3046,22623,23343,720,1747662081.0,000072_1747660423.pkl,665.5459461212158,119
|1930270 Dual Prop, Resistivity, Gamma Ray Log Scan_002.jpg|,1.0,426068,0,0,2296,1.0,1.0,1.0,0,0,2296,2296,0,1747662751.0,000072_1747660423.pkl,0,0
1780180 PRUDHOE BAY UNIT 04-12 TEMP LOG_002.jpg,1.0,444003,0,0,219,1.0,1.0,1.0,0,0,219,219,0,1747662783.0,000072_1747660423.pkl,0,0
T19972 LDL_04AUG10_001.jpg,1.0,369091,0,0,37952,1.0,1.0,1.0,0,0,37952,37952,0,1747662790.0,000072_1747660423.pkl,0,0
|1920950 Dual Prop, Resistivity, Gamma Ray Log Scan_003.jpg|,0.9781543187994801,390856,7763,1481,23050,0.748060883393373,0.9396274102156456,0.8329719572130674,1709,78269,24531,30813,6282,1747662807.0,000072_1747660423.pkl,0,0
2002170_PBU 02-03B_Gamma Ray Log Scan (TVD)_002.jpg,0.9783208143669818,414571,9230,0,1953,0.17464007869087006,1.0,0.2973507917174178,0,219826,1953,11183,9230,1747663253.0,000072_1747660423.pkl,154.7970175743103,34
1930110 Porosity and Gamma Ray Log Scan_004.jpg,0.9942830683464451,430322,24,2470,3432,0.9930555555555556,0.5814977973568282,0.7334900619790554,2569,24,5902,3456,-2446,1747663411.0,000072_1747660423.pkl,444.4411928653717,108
T19982 PlugSetting_03JUL10_001.jpg,1.0,728755,0,0,1395,1.0,1.0,1.0,0,0,1395,1395,0,1747663914.0,000072_1747660423.pkl,0,0
1900770 Resistivity-Gamma-Dual Prop Survey Scan_000.jpg,0.9984112341123411,668121,1075,10,13714,0.9273108391371966,0.9992713494607987,0.9619471819871638,14,6761,13724,14789,1065,1747663932.0,000072_1747660423.pkl,44.999645709991455,7
|1920270 Density, Porosity, Resistivity, Gamma Ray Log Scan B&W_002.jpg|,1.0,408522,0,0,19185,1.0,1.0,1.0,0,0,19185,19185,0,1747664003.0,000072_1747660423.pkl,0,0
|1901260 R, Gamma, Directional Log Scan_004.jpg|,0.9984849762092091,413607,647,0,12802,0.951892334002528,1.0,0.9753533198735286,0,1451,12802,13449,647,1747664012.0,000072_1747660423.pkl,0,0
|1920380 Dual Prop, Resistivity, Gamma Ray Log Scan_003.jpg|,1.0,427589,0,0,118,1.0,1.0,1.0,0,0,118,118,0,1747664386.0,000072_1747660423.pkl,0,0
1961900 Core Gamma Log Scan_003.jpg,1.0,404127,0,0,9963,1.0,1.0,1.0,0,0,9963,9963,0,1747664398.0,000072_1747660423.pkl,0,0
T19982 PlugSetting_03JUL10_000.jpg,1.0,728185,0,0,1965,1.0,1.0,1.0,0,0,1965,1965,0,1747664406.0,000072_1747660423.pkl,0,0
|1901260 R, Gamma, Directional Log Scan_000.jpg|,0.9997915964182683,416834,33,56,10133,0.9967538855006886,0.9945038767298067,0.9956276099238516,66,122,10189,10166,-23,1747664442.0,000072_1747660423.pkl,0,0
|1930340 Dual Prop, Resistivity, Density, Gamma Ray Log Scan_004.jpg|,1.0,401390,0,0,26317,1.0,1.0,1.0,0,0,26317,26317,0,1747664607.0,000072_1747660423.pkl,0,0
1801120 Gamma Ray Plot Scan_002.jpg,1.0,556710,0,0,1010,1.0,1.0,1.0,0,0,1010,1010,0,1747664615.0,000072_1747660423.pkl,0,0
1640150 ITKILLIK UNIT 1 TEMP LOG_000.jpg,1.0,433456,0,0,9434,1.0,1.0,1.0,0,0,9434,9434,0,1747664657.0,000072_1747660423.pkl,0,0
CD3-130PB1 VISION Resistivity 2TVD Recorded Mode Log_001.jpg,0.9911296529328703,743303,6910,132,43536,0.8630218451413393,0.9969771915361363,0.9251758505642095,146,13782,43668,50446,6778,1747664665.0,000072_1747660423.pkl,1703.6044340133667,302
1C-150 VISION Service 2 TVD Recorded Mode Log_003.jpg,1.0,783790,0,0,13655,1.0,1.0,1.0,0,0,13655,13655,0,1747666406.0,000072_1747660423.pkl,0,0
T19978 PPROF_23JUL10_001.jpg,0.9911846395362879,349192,308,3269,53000,0.9942222555713964,0.9419040679592671,0.967356288272174,3666,651,56269,53308,-2961,1747666472.0,000072_1747660423.pkl,516.6691031455994,94
MPU_B-19A_JEWELRY_26FEB24_img_003.jpg,1.0,725888,0,0,862,1.0,1.0,1.0,0,0,862,862,0,1747667061.0,000072_1747660423.pkl,0,0
1961900 Core Gamma Log Scan_000.jpg,1.0,413437,0,0,653,1.0,1.0,1.0,0,0,653,653,0,1747667127.0,000072_1747660423.pkl,0,0
CD3-130PB1 VISION Resistivity 5MD Recorded Mode Log_003.jpg,0.9994696938206103,784507,372,49,8953,0.9601072386058981,0.994556765163297,0.9770284280024009,62,2747,9002,9325,323,1747667153.0,000072_1747660423.pkl,213.87853717803955,45
|1910880 Resistivity, Gamma, Directional Survey Log Scan_003.jpg|,1.0,415266,0,0,11139,1.0,1.0,1.0,0,0,11139,11139,0,1747667394.0,000072_1747660423.pkl,0,0
1900770 Resistivity-Gamma-Dual Prop Survey Scan_001.jpg,1.0,650014,0,0,32906,1.0,1.0,1.0,0,0,32906,32906,0,1747667446.0,000072_1747660423.pkl,0,0
|1920380 Dual Prop, Resistivity, Gamma Ray Log Scan_004.jpg|,0.9991325837547667,417918,0,371,9418,1.0,0.96210031668199,0.980684125579216,561,0,9789,9418,-371,1747667455.0,000072_1747660423.pkl,0,0
2002170_PBU 02-03B_Gamma Ray Log Scan (TVD)_000.jpg,1.0,424326,0,0,1428,1.0,1.0,1.0,0,0,1428,1428,0,1747667808.0,000072_1747660423.pkl,0,0
1860310 Gamma Ray Log Scan_002.jpg,0.9988775830489215,493224,157,408,9589,0.9838908270059512,0.9591877563268981,0.9713822620675683,480,1320,9997,9746,-251,1747667819.0,000072_1747660423.pkl,174.67906188964844,29
1C-150 VISION Service 2 TVD Recorded Mode Log_001.jpg,1.0,762294,0,0,35151,1.0,1.0,1.0,0,0,35151,35151,0,1747668004.0,000072_1747660423.pkl,0,0
|1920270 Density, Porosity, Resistivity, Gamma Ray Log Scan B&W_003.jpg|,0.9990904988695533,405493,232,157,21825,0.9894817971618988,0.9928577927395141,0.9911669202297962,185,471,21982,22057,75,1747668018.0,000072_1747660423.pkl,0,0
T19980 LDL_01AUG10_000.jpg,0.999884145920971,717583,84,0,7383,0.9887505022097228,1.0,0.9943434343434344,0,227,7383,7467,84,1747668146.0,000072_1747660423.pkl,98.78873491287231,16
|1920270 Density, Porosity, Resistivity, Gamma Ray Log Scan B&W_000.jpg|,1.0,424904,0,0,2803,1.0,1.0,1.0,0,0,2803,2803,0,1747668310.0,000072_1747660423.pkl,0,0
|1930330 Dual Prop, Resistivity, Gamma Ray Log Scan_003.jpg|,0.9997105265615225,415926,93,31,12314,0.9925042314822278,0.9974888618874038,0.9949903038138332,48,230,12345,12407,62,1747668318.0,000072_1747660423.pkl,0,0
1630230 Sonic Log-Gamma Ray Scan_002.jpg,1.0,598736,0,0,19846,1.0,1.0,1.0,0,0,19846,19846,0,1747668389.0,000072_1747660423.pkl,0,0
1900770 Resistivity-Gamma-Dual Prop Survey Scan_002.jpg,1.0,672357,0,0,10563,1.0,1.0,1.0,0,0,10563,10563,0,1747668457.0,000072_1747660423.pkl,0,0
T19982 Stage1Jewelry_16JUL10_002.jpg,0.9921114986680796,401585,300,2916,2881,0.9056900345803206,0.4969811971709505,0.6417910447761195,2971,1488,5797,3181,-2616,1747668465.0,000072_1747660423.pkl,484.40147709846497,64
T19982 Stage1Jewelry_16JUL10_003.jpg,0.9964776467933341,402137,0,1436,4109,1.0,0.7410279531109107,0.8512533664802154,1509,0,5545,4109,-1436,1747668953.0,000072_1747660423.pkl,144.41051959991455,20
CD3-130 PB2  EcoScope 2MD Recorded Mode Log_004.jpg,0.9984909577128058,769729,1198,0,22954,0.9503974826101358,1.0,0.9745679955844266,0,1948,22954,24152,1198,1747669103.0,000072_1747660423.pkl,254.35979628562927,36
1780180 PRUDHOE BAY UNIT 04-12 TEMP LOG_001.jpg,1.0,434734,0,0,9488,1.0,1.0,1.0,0,0,9488,9488,0,1747669492.0,000073_1747669478.pkl,0,0
1770670 Core Gamma Correlation Scan_001.jpg,1.0,443422,0,0,758,1.0,1.0,1.0,0,0,758,758,0,1747669500.0,000073_1747669478.pkl,0,0
T19980 LDL_01AUG10_003.jpg,1.0,722036,0,0,3014,1.0,1.0,1.0,0,0,3014,3014,0,1747669508.0,000073_1747669478.pkl,0,0
|1930330 Dual Prop, Resistivity, Gamma Ray Log Scan_004.jpg|,1.0,425794,0,0,2570,1.0,1.0,1.0,0,0,2570,2570,0,1747669516.0,000073_1747669478.pkl,0,0
|1930270 Dual Prop, Resistivity, Gamma Ray Log Scan_004.jpg|,1.0,425990,0,0,2374,1.0,1.0,1.0,0,0,2374,2374,0,1747669566.0,000073_1747669478.pkl,0,0
|1930430 Dual Prop, Resistivity, Gamma Ray Log Scan_001.jpg|,0.9954337899543378,392095,1800,153,33659,0.9492371471276686,0.9954749792972909,0.9718063836237387,188,3704,33812,35459,1647,1747669574.0,000073_1747669478.pkl,0,0
1930110 Porosity and Gamma Ray Log Scan_002.jpg,0.9907392125579946,388589,1128,2912,43619,0.9747916061411939,0.937418065375771,0.9557396086680251,3294,3496,46531,44747,-1784,1747669937.0,000074_1747669836.pkl,465.1880683898926,90
SCU 31-04 PB1 TC TVD_004.jpg,0.9902245433625773,647455,6525,0,13508,0.6742874257475165,1.0,0.8054619719149697,0,49001,13508,20033,6525,1747670436.0,000074_1747669836.pkl,359.13127636909485,61
1C-150 VISION Service 2 TVD Recorded Mode Log_002.jpg,1.0,790959,0,0,6486,1.0,1.0,1.0,0,0,6486,6486,0,1747670801.0,000074_1747669836.pkl,0,0
T19972 LDL_04AUG10_004.jpg,0.9994619733050316,383221,185,34,23603,0.9922229695644863,0.9985615771883065,0.9953821823932525,98,7976,23637,23788,151,1747670810.0,000074_1747669836.pkl,88.35358786582947,17
T19982 PlugSetting_03JUL10_004.jpg,0.999798671505855,718677,34,113,11326,0.9970070422535211,0.990121514118367,0.9935523487872275,182,78,11439,11360,-79,1747670910.0,000074_1747669836.pkl,49.67408800125122,4
1961900 Core Gamma Log Scan_004.jpg,0.9928614552391992,391903,399,2557,19231,0.9796739684156903,0.8826418211859739,0.9286300642232845,3421,4320,21788,19630,-2158,1747670971.0,000074_1747669836.pkl,216.92995285987854,45
1930110 Porosity and Gamma Ray Log Scan_003.jpg,0.9974372375346133,429521,1118,0,5609,0.8338040731381002,1.0,0.9093709468223087,0,2822,5609,6727,1118,1747671193.0,000074_1747669836.pkl,189.9934265613556,38
T19972 LDL_04AUG10_002.jpg,0.999488997476925,399453,0,208,7382,1.0,0.9725955204216074,0.9861074004808977,252,0,7590,7382,-208,1747671412.0,000074_1747669836.pkl,49.127413511276245,13
T19972 LDL_04AUG10_000.jpg,0.9999213842272192,402769,0,32,4242,1.0,0.9925128685072532,0.9962423673085955,89,0,4274,4242,-32,1747671514.0,000074_1747669836.pkl,11.389788150787354,3
T19978 PPROF_23JUL10_004.jpg,1.0,397107,0,0,8662,1.0,1.0,1.0,0,0,8662,8662,0,1747671554.0,000074_1747669836.pkl,0,0
|1920950 Dual Prop, Resistivity, Gamma Ray Log Scan_000.jpg|,1.0,422421,0,0,729,1.0,1.0,1.0,0,0,729,729,0,1747671562.0,000074_1747669836.pkl,0,0
|1920200 Dual Prop, Resistivity, Gamma, Directional Log Scan_002.jpg|,0.9950582405992632,668184,1439,1944,13007,0.9003876505607088,0.8699752524914721,0.8849202299554375,2329,31415,14951,14446,-505,1747671570.0,000074_1747669836.pkl,0,0
|1921440 Dual Prop, Resistivity, Gamma Ray Log Scan_000.jpg|,1.0,413665,0,0,7532,1.0,1.0,1.0,0,0,7532,7532,0,1747671840.0,000076_1747671821.pkl,0,0
1630230 Sonic Log-Gamma Ray Scan_003.jpg,0.9367909185847633,574975,38733,367,4507,0.10423219241443109,0.9247025030775544,0.18734671821091575,427,472562,4874,43240,38366,1747671848.0,000077_1747671847.pkl,198.8449342250824,56
1920280_M-26A_Density-Neutron Log Scan_Color_003.jpg,1.0,377083,0,0,26765,1.0,1.0,1.0,0,0,26765,26765,0,1747672127.0,000078_1747672127.pkl,0,0
1920280_M-26A_Density Log Scan_Color_002.jpg,1.0,441369,0,0,59859,1.0,1.0,1.0,0,0,59859,59859,0,1747672137.0,000078_1747672127.pkl,0,0
1780180 PRUDHOE BAY UNIT 04-12 TEMP LOG_000.jpg,0.9957791374582978,436455,442,1433,5892,0.9302178718029681,0.8043686006825939,0.8627278717329233,1472,14142,7325,6334,-991,1747672147.0,000078_1747672127.pkl,87.14593505859375,10
$R14BIPP_001.jpg,0.9978419806082202,407630,923,0,19154,0.9540269960651492,1.0,0.9764726874155641,0,4360,19154,20077,923,1747672239.0,000080_1747672205.pkl,84.93601107597351,15
1890990 Resistivity-Gamma-Directional Survey Log Scan_001.jpg,0.9998391698366524,422521,69,0,6434,0.9893895125326773,1.0,0.9946664605395378,0,404,6434,6503,69,1747672352.0,000082_1747672334.pkl,64.73241949081421,8
|1930340 Dual Prop, Resistivity, Density, Gamma Ray Log Scan_000.jpg|,0.9963877140191767,406151,784,761,20011,0.96229862947824,0.9633641440400539,0.962831091971997,834,1819,20772,20795,23,1747672420.0,000082_1747672334.pkl,0,0
|1930270 Dual Prop, Resistivity, Gamma Ray Log Scan_000.jpg|,1.0,415503,0,0,12861,1.0,1.0,1.0,0,0,12861,12861,0,1747672617.0,000082_1747672334.pkl,0,0
T19978 PPROF_23JUL10_000.jpg,0.9997363031675658,382343,30,77,23319,0.9987151484003598,0.996708839117798,0.9977109851320998,99,70,23396,23349,-47,1747672746.0,000082_1747672334.pkl,59.35106563568115,13
|1920270 Density, Porosity, Resistivity, Gamma Ray Log Scan B&W_004.jpg|,0.9969862546088795,423230,1250,39,3188,0.7183415953132042,0.9879144716454912,0.8318330071754729,46,16125,3227,4438,1211,1747672838.0,000083_1747672824.pkl,0,0
1860310 Gamma Ray Log Scan 3_003.jpg,1.0,453337,0,0,58597,1.0,1.0,1.0,0,0,58597,58597,0,1747672905.0,000083_1747672824.pkl,0,0
T19982 Stage1Jewelry_16JUL10_001.jpg,0.9983344861926697,401213,12,667,5790,0.9979317476732161,0.8967012544525321,0.9446121217065013,745,17,6457,5802,-655,1747672913.0,000083_1747672824.pkl,77.27490234375,12
|1920370 Dual Prop, Resistivity, Gamma Ray Log Scan_003.jpg|,1.0,739949,0,0,25676,1.0,1.0,1.0,0,0,25676,25676,0,1747673005.0,000084_1747672953.pkl,0,0
1930110 Porosity and Gamma Ray Log Scan_001.jpg,0.9984618840659442,426615,0,671,8962,1.0,0.9303436105055538,0.9639150309222909,736,0,9633,8962,-671,1747673397.0,000084_1747672953.pkl,100.47955965995789,12
CD3-130 PB2  EcoScope 2TVD Recorded Mode Log_002.jpg,0.9985325256556083,761608,537,628,31108,0.9830304945489019,0.9802117469120242,0.9816190972057872,697,976,31736,31645,-91,1747673511.0,000084_1747672953.pkl,294.86092257499695,50
ODSN-24 PB1 2in TVD_003.jpg,1.0,672399,0,0,0,nan,nan,nan,0,0,0,0,0,1747673846.0,000085_1747673755.pkl,0,0
1860310 Gamma Ray Log Scan_000.jpg,1.0,503190,0,0,188,1.0,1.0,1.0,0,0,188,188,0,1747673920.0,000085_1747673755.pkl,0,0
CD3-130PB1 VISION Resistivity 5MD Recorded Mode Log_001.jpg,0.9909835353157463,765355,7052,106,21368,0.7518648838845883,0.9950637980814008,0.8565358560147512,121,25363,21474,28420,6946,1747673986.0,000086_1747673986.pkl,1192.2127833366394,263
SCU 31-04 PB1 TC TVD_001.jpg,0.979843832398485,638453,13454,0,15581,0.5366282073359738,1.0,0.6984489869105254,0,221386,15581,29035,13454,1747675195.0,000086_1747673986.pkl,494.2038028240204,110
1C-150 VISION Service 2 TVD Recorded Mode Log_004.jpg,1.0,787329,0,0,10116,1.0,1.0,1.0,0,0,10116,10116,0,1747675713.0,000088_1747675248.pkl,0,0
|1930340 Dual Prop, Resistivity, Density, Gamma Ray Log Scan_002.jpg|,1.0,419572,0,0,8135,1.0,1.0,1.0,0,0,8135,8135,0,1747675722.0,000088_1747675248.pkl,0,0
1801120 Gamma Ray Plot Scan_000.jpg,0.993957541418633,553617,3370,0,733,0.1786497684621009,1.0,0.3031430934656741,0,117530,733,4103,3370,1747675730.0,000088_1747675248.pkl,37.829922914505005,5
$R14BIPP_002.jpg,1.0,420703,0,0,7004,1.0,1.0,1.0,0,0,7004,7004,0,1747675796.0,000088_1747675248.pkl,9.174814939498901,0
1860310 Gamma Ray Log Scan 4_000.jpg,1.0,490128,0,0,16062,1.0,1.0,1.0,0,0,16062,16062,0,1747675806.0,000088_1747675248.pkl,9.925109624862671,0
1801120 Gamma Ray Plot Scan_004.jpg,1.0,544403,0,0,13317,1.0,1.0,1.0,0,0,13317,13317,0,1747675817.0,000088_1747675248.pkl,15.000229120254517,0
CD3-130 PB2  EcoScope 2TVD Recorded Mode Log_003.jpg,1.0,754375,0,0,39506,1.0,1.0,1.0,0,0,39506,39506,0,1747675828.0,000088_1747675248.pkl,8.76991891860962,0
3H-33A_LDL_10DEC23_img_000.jpg,0.9900375469336671,703317,7066,98,8619,0.54950589735416,0.9887576000917747,0.7064175067617408,210,61212,8717,15685,6968,1747675869.0,000088_1747675248.pkl,95.66245007514954,15
$R14BIPP_003.jpg,0.964606611535467,396177,14872,266,16392,0.5243091095189355,0.9840316964821707,0.6841116814824088,283,31362,16658,31264,14606,1747676018.0,000089_1747676000.pkl,454.6976590156555,77
1961900 Core Gamma Log Scan_002.jpg,0.9999009877079862,410472,0,41,3577,1.0,0.9886677722498618,0.9943015983321751,98,0,3618,3577,-41,1747676497.0,000090_1747676389.pkl,3.253030776977539,1
1860310 Gamma Ray Log Scan 4_001.jpg,0.9971176830834272,461944,1001,458,42787,0.9771398556682196,0.9894091802520523,0.983236243723645,530,10868,43245,43788,543,1747676531.0,000090_1747676389.pkl,288.89298462867737,58
1640150 ITKILLIK UNIT 1 TEMP LOG_003.jpg,1.0,439222,0,0,3668,1.0,1.0,1.0,0,0,3668,3668,0,1747676834.0,000090_1747676389.pkl,0,0
1860310 Gamma Ray Log Scan_004.jpg,1.0,492963,0,0,10415,1.0,1.0,1.0,0,0,10415,10415,0,1747676845.0,000090_1747676389.pkl,0,0
|1930270 Dual Prop, Resistivity, Gamma Ray Log Scan_003.jpg|,0.9997268678040171,416091,86,31,12156,0.9929750040843,0.9974563058997292,0.9952106103401694,49,1754,12187,12242,55,1747676858.0,000090_1747676389.pkl,0,0
MPU_B-19A_JEWELRY_26FEB24_img_002.jpg,1.0,715317,0,0,11433,1.0,1.0,1.0,0,0,11433,11433,0,1747676912.0,000090_1747676389.pkl,0.962132453918457,0
T19980 LDL_01AUG10_004.jpg,1.0,699009,0,0,26041,1.0,1.0,1.0,0,0,26041,26041,0,1747676952.0,000090_1747676389.pkl,9.086222887039185,0
CD3-130 PB2  EcoScope 2TVD Recorded Mode Log_000.jpg,1.0,767625,0,0,26256,1.0,1.0,1.0,0,0,26256,26256,0,1747676992.0,000090_1747676389.pkl,0,0
1630230 Sonic Log-Gamma Ray Scan_004.jpg,0.9604337015949381,590568,23065,1410,3539,0.1330251090061645,0.7150939583754293,0.22432098374164106,1461,120986,4949,26604,21655,1747677002.0,000090_1747676389.pkl,219.95808291435242,40
T19978 PPROF_23JUL10_002.jpg,1.0,397812,0,0,7957,1.0,1.0,1.0,0,0,7957,7957,0,1747677234.0,000090_1747676389.pkl,0,0
T19982 PlugSetting_03JUL10_002.jpg,1.0,678288,0,0,51862,1.0,1.0,1.0,0,0,51862,51862,0,1747677244.0,000090_1747676389.pkl,0,0
|1910880 Resistivity, Gamma, Directional Survey Log Scan_001.jpg|,1.0,424691,0,0,1714,1.0,1.0,1.0,0,0,1714,1714,0,1747677252.0,000091_1747677251.pkl,0,0
1900740 Resistivity-Gamma-Directional Survey Scan_002.jpg,1.0,421709,0,0,790,1.0,1.0,1.0,0,0,790,790,0,1747677264.0,000091_1747677251.pkl,0,0
|1910880 Resistivity, Gamma, Directional Survey Log Scan_004.jpg|,1.0,391221,0,0,35184,1.0,1.0,1.0,0,0,35184,35184,0,1747677277.0,000091_1747677251.pkl,0,0
|1920950 Dual Prop, Resistivity, Gamma Ray Log Scan_001.jpg|,1.0,423150,0,0,0,nan,nan,nan,0,0,0,0,0,1747677312.0,000091_1747677251.pkl,0,0
1770670 Core Gamma Correlation Scan_004.jpg,0.989589805934531,432531,3345,1279,7025,0.6774349083895853,0.8459778420038536,0.7523829923958445,1564,122346,8304,10370,2066,1747677322.0,000091_1747677251.pkl,412.1012728214264,69
T19982 Stage1Jewelry_16JUL10_000.jpg,1.0,399600,0,0,8082,1.0,1.0,1.0,0,0,8082,8082,0,1747677745.0,000096_1747677462.pkl,0,0
1C-150 VISION Service 2 TVD Recorded Mode Log_000.jpg,1.0,760790,0,0,36655,1.0,1.0,1.0,0,0,36655,36655,0,1747677769.0,000096_1747677462.pkl,0,0
1930110 Porosity and Gamma Ray Log Scan_000.jpg,0.9983014248775925,427909,741,0,7598,0.9111404245113323,1.0,0.9535044236681934,0,3043,7598,8339,741,1747677779.0,000097_1747677776.pkl,51.59401607513428,12
|1901260 R, Gamma, Directional Log Scan_001.jpg|,1.0,427008,0,0,48,1.0,1.0,1.0,0,0,48,48,0,1747677857.0,000097_1747677776.pkl,0,0
3H-33A_LDL_10DEC23_img_001.jpg,0.9999346405228758,712057,32,15,6996,0.9954467842914058,0.9978605049208387,0.9966521832039318,20,438,7011,7028,17,1747677867.0,000097_1747677776.pkl,53.726295948028564,9
MPU_B-19A_JEWELRY_26FEB24_img_001.jpg,0.9999903680770554,713533,0,7,13210,1.0,0.9994703790572748,0.999735119385477,8,0,13217,13210,-7,1747677933.0,000097_1747677776.pkl,4.444293260574341,3
1630230 Sonic Log-Gamma Ray Scan_001.jpg,0.9951809137672936,615260,230,2751,341,0.5971978984238179,0.11028460543337645,0.18618618618618618,2765,22298,3092,571,-2521,1747677970.0,000097_1747677776.pkl,228.93784141540527,29
MPU_B-19A_JEWELRY_26FEB24_img_000.jpg,1.0,726663,0,0,87,1.0,1.0,1.0,0,0,87,87,0,1747678204.0,000097_1747677776.pkl,0,0
